doi;title;authors;published;url;journal;has_fulltext;is_oa;downloaded;path;pdf_content_length;data_links;data_availability_statements;code_availability_statements;format;repository;repository_url;download_status;data_download_path;data_size;number_of_files;license
10.1046/j.1526-100x.2000.80038.x;Mitigation Strategies in Some Motorway Embankments (Catalonia, Spain);Pilar Andrés, Montserrat Jorba;2000-09-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1006/jhev.1999.0361;The depositional context of the Early Upper Paleolithic human fossils from the Koněprusy (Zlatý kůň) and Mladeč Caves, Czech Republic;Jiřı́ Svoboda;2000-04-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1023/A:1007643800508;Ontogeny of Spectral Transmission in the Eye of the Tropical Damselfish, Dascyllus albisella (Pomacentridae), and Possible Effects on UV Vision;George S. Losey, Peter A. Nelson, Jill P. Zamzow;2000-09-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1016/S0022-0981(00)00211-2;Relations between variable rates of growth, metabolic costs and growth efficiencies in individual Sydney rock oysters (Saccostrea commercialis);Brian L. Bayne;2000-08-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1007/PL00008879;"Variation in hydraulic architecture and gas-exchange in two desert sub-shrubs, Hymenoclea salsola (T. &amp; G.) and Ambrosia dumosa (Payne)";J. Comstock;2000-10-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1046/j.1365-2664.2000.00543.x;The influence of the rice bug <i>Leptocorisa oratorius</i> on rice yield;Henk van den Berg, Soehardi;2000-12-01;;;True;True;True;./downloads/10.1046%2Fj.1365-2664.2000.00543.x.pdf;932504;[];No data availability statement found.;No code availability statement found.;;;;False;;0.0;0;
10.1111/j.1095-8312.2000.tb00208.x;Population structure, gene flow and evolutionary relationships in four species of the genera Tomocerus and Pogonognathellus (Collembola, Tomoceridae);Pietro Paolo Fanciulli, D. MELEGARI, Antonio Carapelli, Francesco Frati, Romano Dallai;2000-06-01;;;True;True;True;./downloads/10.1111%2Fj.1095-8312.2000.tb00208.x.pdf;162172;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.3354/meps206033;Effects of nutrient enrichment on growth and phlorotannin production in Fucus gardneri embryos;Kathryn L. Van Alstyne, KN Pelletreau;2000-01-01;;;True;True;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1023/A:1005453220792;;K. S. Boo, Jinsong Yang;2000-01-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1046/j.1365-2656.2000.00374.x;Hatching asynchrony in the Eurasian kestrel <i>Falco tinnunculus</i>: an experimental test of the brood reduction hypothesis;Jürgen Wiehn, Petteri Ilmonen, Erkki Korpimäki, Maarit Pahkala, Karen L. Wiebe;2000-01-01;;;True;True;True;./downloads/10.1046%2Fj.1365-2656.2000.00374.x.pdf;278512;[];No data availability statement found.;No code availability statement found.;;;;False;;0.0;0;
10.1006/clad.1999.0127;Phylogeny and Classification of the Superfamily Scorpionoidea Latreille 1802 (Chelicerata, Scorpiones): An Exemplar Approach;Lorenzo Prendini;2000-03-01;;;True;True;True;./downloads/10.1006%2Fclad.1999.0127.pdf;2059437;[];"Exemplars representing the 2 genera for which
ships in Stockwell’s (1989) original data matrix (Table 4;
type species could not be included (Hadogenes and Ti-
Appendix 2).";No code availability statement found.;;;;False;;0.0;0;
10.1016/S0022-0981(00)00208-2;The respiratory performance and survival of the bivalve Macoma balthica (L.) at the southern limit of its distribution area: a translocation experiment;H. Hummel, R.H. Bogaards, G. Bachelet, François Caron, Juan Carlos Sola, C. Amiard‐Triquet;2000-08-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1098/rspb.2001.1642;Male mating preference for female survivorship in the seaweed fly <i>Gluma musgravei</i> (Diptera: Coelopidae);Derek W. Dunn, Caroline S. Crean, André S. Gilburn;2001-06-22;;;True;True;True;./downloads/10.1098%2Frspb.2001.1642.pdf;107805;[];No data availability statement found.;No code availability statement found.;;;;False;;0.0;0;
10.1016/S0304-3800(01)00257-5;Biogeochemical model of Lake Zürich: sensitivity, identifiability and uncertainty analysis;Martin Omlin, Roland Brun, Peter Reichert;2001-07-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1080/002229301300323875;The periodicity of isosporan oocyst discharge in the greenfinch (<i>Carduelis chloris</i>);M. A. Brown, S. J. Ball, D. W. Holman;2001-07-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1006/bijl.2001.0522;Frequency-dependent predation by birds at edges and interiors of woodland;Esteban Fernández‐Juricic;2001-05-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1046/j.1365-294X.2001.01179.x;Resistance or emigration: response of the high‐alpine plant <i>Eritrichium nanum</i> (L.) Gaudin to the ice age within the Central Alps;Ivana Stehlik, Jakob Schneller, Konrad Bachmann;2001-02-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.2307/2680224;Interspecific Competition and Coexistence in a Guild of Coral-Dwelling Fishes;Philip L. Munday, Geoffrey P. Jones, M. Julian Caley;2001-08-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1007/S00265-001-0433-3;Biased sperm use by polyandrous queens of the ant Proformica longiseta;I. Fernández-Escudero, Pekka Pamilo, Perttu Seppä;2002-02-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1078/0367-2530-00055;Seedling establishment, bud movement, and subterranean diversity of geophilous systems in Apiaceae;Norbert Pütz, I.n.a. Sukkau;2002-01-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1023/A:1020951514763;;Т. В. Жуйкова, В. С. Безель, В. Н. Позолотина, O. A. Severyukhina;2002-01-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1016/j.ecoinf.2022.101808;A geographical traceability method for Lanmaoa asiatica mushrooms from 20 township-level geographical origins by near infrared spectroscopy and ResNet image analysis techniques;Xiong Chen, Honggao Liu, Jieqing Li, Yuanzhong Wang;2022-09-08;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1016/j.ecoinf.2023.102204;Deep residual convolutional neural network based on hybrid attention mechanism for ecological monitoring of marine fishery;Jiangxun Liu, Lei Zhang, Yanfei Li, Hui Liu;2023-07-12;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1016/S1055-7903(03)00161-1;Phylogenetics of the Thamnocalamus group and its allies (Gramineae: Bambusoideae): inference from the sequences of GBSSI gene and ITS spacer;Zhen‐Hua Guo, Li D;2003-06-21;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.3390/d14080591;Wolves, Crows, Spiders, and People: A Qualitative Study Yielding a Three-Layer Framework for Understanding Human–Wildlife Relations;Uta Maria Jürgens, Paul M. W. Hackett, Marcel Hunziker, Anthony Patt;2022-07-23;;;True;True;True;./downloads/10.3390%2Fd14080591.pdf;592822;[];No data availability statement found.;No code availability statement found.;;;;False;;0.0;0;
10.1016/j.pedobi.2022.150843;Earthworms regulate the nematode community by directly enhancing the bacterial-based energy channel rather than through the effect of casts;Tao Liu, Xiaoling Wang, Weixin Zhang, Nico Eisenhauer, Yuanhu Shao, Jie Zhao, Jianxiong Li, Xinxing He, Libin Tao, Shenglei Fu, X. L. Lu;2022-10-13;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1186/s13717-021-00300-w;The effects of stump size and within-gap position on sprout non-structural carbohydrates concentrations and regeneration in forest gaps vary among species with different shade tolerances;Ting Zhang, Qiaoling Yan, G. Geoff Wang, Jiaojun Zhu;2021-04-21;;;True;True;True;./downloads/10.1186%2Fs13717-021-00300-w.pdf;2439823;[];No data availability statement found.;No code availability statement found.;;;;False;;0.0;0;
10.1111/aje.13028;Undocumented invasive exotic woody plants of Mabira Central Forest Reserve, Uganda;James Kalema, Ahmad Bukenya, Eric Sande, William Olupot;2022-06-30;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1002/eco.2288;Water flux responses of tropical trees and lianas to foliage loss caused by a heavy hailstorm;Zafar Siddiq, Yajun Chen, Kun‐Fang Cao;2021-03-03;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1007/s00265-020-02952-8;Not so naïve: endangered mammal responds to olfactory cues of an introduced predator after less than 150 years of coexistence;Lisa A. Steindler, Mike Letnic;2021-01-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1002/ecs2.2427;An ecoimmunological approach to disease in tortoises reveals the importance of lymphocytes;Franziska C. Sandmeier, Chava L. Weitzman, C. Richard Tracy;2018-09-01;;;True;True;True;./downloads/10.1002%2Fecs2.2427.pdf;2130279;[];"The data-
sets generated during the current study are available
as supporting information Appendix S1 (summarized
disease, immune measures, and climate data for popu-
lations of Mojave desert tortoises).";No code availability statement found.;;;;False;;0.0;0;
10.5194/bg-15-3521-2018;"The potential of &amp;lt;sup&amp;gt;230&amp;lt;/sup&amp;gt;Th for detection of ocean acidification impacts on pelagic carbonate production";Christoph Heinze, Tatiana Ilyina, Marion Gehlen;2018-06-14;;;True;True;True;./downloads/10.5194%2Fbg-15-3521-2018.pdf;12014928;[];"Jerry Tjiputra kindly
made available the AMOC data from NorESM.";No code availability statement found.;;;;False;;0.0;0;
10.1007/s11252-024-01543-z;Urban trawling bats depend on green and blue space in a subtropical city: implications for urban planning and climate change resilience;Vanessa Gorecki, Monika Rhodes, Stuart Parsons;2024-04-09;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1016/j.ecolecon.2017.09.005;Scope Effects in Contingent Valuation: Does the Assumed Statistical Distribution of WTP Matter?;Nicolas Borzykowski, Andrea Baranzini, David Maradan;2017-10-03;;;True;True;True;./downloads/10.1016%2Fj.ecolecon.2017.09.005.pdf;462630;[];"For the sake of replication ease, the data used to estimate the non-parametric model
are available in Table B.3, in the appendix.";No code availability statement found.;;;;False;;0.0;0;
10.5751/ES-13405-270407;Spatio-temporal unevenness in local land system regime shifts caused by land deals in Lao PDR;Nicholas R. Magliocca, Evan Ellicott, Micah Ingalls, Michael Epprecht, Cornelia Hett, Vong Nanhthavong, Ariane de Bremond;2022-01-01;;;True;True;True;./downloads/10.5751%2FES-13405-270407.pdf;4446688;[];"The two main datasets used in this work, the Land Concession
Inventory and the Quality of Investment survey, are not publicly
available but may be obtained through a formal request to the Centre
for Development and Environment, University of Bern and the
Government of Laos PDR. All other data that are sharable are
available publicly through referenced sources and/or the authors'
personal websites.";No code availability statement found.;;;;False;;0.0;0;
10.1111/gcb.13854;Unexpected resilience of a seagrass system exposed to global stressors;Brent B. Hughes, Sarah Lummis, Sean C. Anderson, Kristy J. Kroeker;2017-07-28;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1002/jwmg.22488;The American Woodcock Singing Ground Survey largely conforms to the phenology of male woodcock migration;Erik J. Blomberg, Alexander C. Fish, Liam A. Berigan, Amber M. Roth, Rebecca D. Rau, Sarah J. Clements, Greg Balkcom, Bobbi Carpenter, Gary Costanzo, Jeffrey P. Duguay, Clayton L. Graham, William B. Harvey, Michael Hook, Douglas L. Howell, Seth Maddox, Scott R. McWilliams, Shawn W. Meyer, Theodore C. Nichols, J. Bruce Pollard, Christian Roy, Colby Slezak, Josh Stiller, Mathieu Tétreault, Lisa Williams;2023-09-05;;;True;True;True;./downloads/10.1002%2Fjwmg.22488.pdf;1007353;[];"Our sample size included 34 males marked during fall and 99 males marked 
during winter that contributed to timing of departure and stopover data; 69 males marked 
during winter and 5 males marked during fall contributed to timing and location of 
termination.";No code availability statement found.;;;;False;;0.0;0;
10.1098/rspb.2017.1342;How fish eggs are preadapted for the evolution of matrotrophy;Keenan R. Morrison, Vyvian Ngo, Richard A. Cardullo, David N. Reznick;2017-11-22;;;True;True;True;./downloads/10.1098%2Frspb.2017.1342.pdf;652858;[];No data availability statement found.;No code availability statement found.;;;;False;;0.0;0;
10.1111/2041-210X.12952;Integrating continuous stocks and flows into state‐and‐transition simulation models of landscape change;Colin J. Daniel, Benjamin M. Sleeter, Leonardo Frid, Marie‐Josée Fortin;2017-12-11;;;True;True;True;./downloads/10.1111%2F2041-210X.12952.pdf;1199701;[];No data availability statement found.;No code availability statement found.;;;;False;;0.0;0;
10.1007/s00606-016-1324-4;Phylogeographic study revealed microrefugia for an endemic species on the Qinghai–Tibetan Plateau: Rhodiola chrysanthemifolia (Crassulaceae);Qingbo Gao, Faqi Zhang, Rui Xing, R. J. Gornall, Peng‐Cheng Fu, Yan Li, Zhuo-Ma Gengji, Shilong Chen;2016-07-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1007/s00248-023-02291-x;Impacts of Thermal Drainage on Bacterial Diversity and Community Construction in Tianwan Nuclear Power Plant;Nannan Liu, Zhifa Huang, Yaowei Fang, Zhiguo Dong;2023-09-09;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1111/gcb.15597;Human activity shapes the wintering ecology of a migratory bird;Benjamin M. Van Doren, Greg J. Conway, Robbie J. Phillips, Glynne C. Evans, Graham C. M. Roberts, Miriam Liedvogel, Ben C. Sheldon;2021-04-13;;;True;True;True;./downloads/10.1111%2Fgcb.15597.pdf;1639538;['http://doi.org/10.6084/m9.figsh\u200b'];"Blackcap encounter and measurement data and analysis scripts 
are openly available in figshare at http://doi.org/10.6084/m9.figsh​
are.14167259. Geolocator data are openly available in Dryad at https://
doi.org/10.5061/dryad.2280g​b5qc.";No code availability statement found.;;;;False;;0.0;0;
10.1111/mec.12929;Population genomics of the killer whale indicates ecotype evolution in sympatry involving both selection and drift;André E. Moura, John Kenny, Roy R. Chaudhuri, Margaret Hughes, Andreanna J. Welch, Ryan R Reisinger, P J Nico de Bruyn, Marilyn E. Dahlheim, Neil Hall, A. Rus Hoelzel;2014-09-19;;;True;True;True;./downloads/10.1111%2Fmec.12929.pdf;1216686;[];No data availability statement found.;No code availability statement found.;;;;False;;0.0;0;
10.1098/rspb.2016.1703;Pyrodiversity promotes avian diversity over the decade following forest fire;Morgan W. Tingley, Viviana Ruiz‐Gutiérrez, Robert L. Wilkerson, Christine A. Howell, Rodney B. Siegel;2016-10-05;;;True;True;True;./downloads/10.1098%2Frspb.2016.1703.pdf;4102148;[];No data availability statement found.;No code availability statement found.;;;;False;;0.0;0;
10.1002/ecy.4020;Soil microbial responses to large changes in precipitation with nitrogen deposition in an arid ecosystem;Hongying Yu, Lang Li, Quanhui Ma, Xiaodi Liu, Yibo Li, Yuhui Wang, Guangsheng Zhou, Zhenzhu Xu;2023-03-08;;;True;True;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1002/ece3.10136;Variance in offspring sex ratio and maternal allocation in a highly invasive mammal;Sarah M. Chinn, Timothy J. Smyser, James C. Beasley;2023-05-01;;;True;True;True;./downloads/10.1002%2Fece3.10136.pdf;2401072;['https://doi.'];"Data are accessible on the Dryad Digital Repository: https://doi.
org/10.5061/dryad.pzgms​bcrz.";No code availability statement found.;;;;False;;0.0;0;
10.1002/ecs2.4208;Ecological homogenization of soil properties in the American residential macrosystem;Christopher Ryan, Peter M. Groffman, J. Morgan Grove, Sharon J. Hall, James B. Heffernan, Sarah E. Hobbie, Dexter H. Locke, Jennifer Morse, Christopher Neill, Kristen C. Nelson, Jarlath O’Neil‐Dunne, Rinku Roy Chowdhury, Meredith Steele, Tara L. E. Trammell;2022-09-01;;;True;True;True;./downloads/10.1002%2Fecs2.4208.pdf;1840938;['https://doi.'];"Data are available from the EDI Data Portal: https://doi.
org/10.6073/pasta/5683662180499904732e654e3869f3e6.";No code availability statement found.;;;;False;;0.0;0;
10.1002/ecs2.3771;Forest disturbance and arthropods: small‐scale canopy and understory disturbances alter movement of mobile arthropods;Kayla I. Perry, Frances S. Sivakoff, Kimberly F. Wallin, John W. Wenzel, Daniel A. Herms;2021-11-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.3354/meps11697;Mutualistic symbiosis with ophiuroids limited the impact of the Deepwater Horizon oil spill on deep-sea octocorals;F Girard, Bojie Fu, C. R. Fisher;2016-03-17;;;True;True;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1007/s10530-021-02645-x;Risks of giant hogweed (Heracleum mantegazzianum) range increase in North America;Kim Cuddington, Stephanie Sobek-Swant, John E. Drake, Wade Lee, Madison E. Brook;2021-11-03;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1111/gcb.15818;Projecting coral responses to intensifying marine heatwaves under ocean acidification;Shannon G. Klein, Nathan R. Geraldi, Andrea Antón, Sebastian Schmidt‐Roach, Maren Ziegler, Maha J. Cziesielski, Cecilia Martin, Nils Rädecker, Thomas L. Frölicher, Peter J. Mumby, John M. Pandolfi, David J. Suggett, Christian R. Voolstra, Manuel Aranda, Carlos M. Duarte;2021-08-03;;;True;True;True;./downloads/10.1111%2Fgcb.15818.pdf;1636405;[];No data availability statement found.;No code availability statement found.;;;;False;;0.0;0;
10.5194/bg-15-5377-2018;Integrated management of a Swiss cropland is not sufficient to preserve its soil carbon pool in the long term;Carmen Emmel, Annina Winkler, Lukas Hörtnagl, Andrew Revill, Christof Ammann, Petra D’Odorico, Nina Buchmann, Werner Eugster;2018-09-06;;;True;True;True;./downloads/10.5194%2Fbg-15-5377-2018.pdf;2595965;['https://doi.org/10.'];"Also, NEE
uncertainty calculations and analysis of the signiﬁcance of soil bulk
density, soil C and N density, and soil C and N stock changes be-
tween 2004 and 2017 as well as data that were plotted in the ﬁgures
and shown in the tables are also available under https://doi.org/10.";No code availability statement found.;;;;False;;0.0;0;
10.1111/1365-2745.12863;Alternative pathways to landscape transformation: invasive grasses, burn severity and fire frequency in arid ecosystems;R Klinger, Matt Brooks;2017-10-20;;;True;True;True;./downloads/10.1111%2F1365-2745.12863.pdf;466292;['https://doi.org/10.5066/F79022PZ).'];Data deposited at USGS (https://doi.org/10.5066/F79022PZ).;No code availability statement found.;;;;False;;0.0;0;
10.1111/1365-2745.12769;Climate, soil and plant functional types as drivers of global fine‐root trait variation;Grégoire T. Freschet, Oscar J. Valverde‐Barrantes, Caroline M. Tucker, Joseph M. Craine, Michael McCormack, Cyrille Violle, Florian Fort, Christopher B. Blackwood, Katherine R. Urban‐Mead, Colleen M. Iversen, Anne Bonis, Louise H. Comas, Johannes H. C. Cornelissen, Ming Dong, Dali Guo, Sarah E. Hobbie, Robert J. Holdaway, Steven W. Kembel, Naoki Makita, V. G. Onipchenko, Catherine Picon‐Cochard, Peter B. Reich, Enrique G. de la Riva, Stuart W. Smith, Nadejda A. Soudzilovskaia, Mark G. Tjoelker, David A. Wardle, Catherine Roumet;2017-03-08;;;True;True;True;./downloads/10.1111%2F1365-2745.12769.pdf;511974;[];The list and content of datasets used in this study is available in Table S1.;No code availability statement found.;;;;False;;0.0;0;
